gid;nom;arrete_pref_numero;xy_precis;id_adr;adr_num;adr_voie;com_cp;com_insee;com_nom;lat_coor1;long_coor1;structure_siren;structure_type;structure_rais;structure_num;structure_voie;structure_cp;structure_insee;structure_com;_userid_creation;_userid_modification;_edit_datemaj;lieu_accessibilite;rdv_lundi;rdv_mardi;rdv_mercredi;rdv_jeudi;rdv_vendredi;rdv_samedi;rdv_dimanche;rdv;date_fermeture;date_ouverture;rdv_site_web;rdv_tel;rdv_tel2;rdv_modalites;rdv_consultation_prevaccination;centre_svi_repondeur;centre_fermeture;reserve_professionels_sante
1606;MSP de Gençay;;0.99999928521373;86103_m9n84a_00002;2;Chemin Brun;86160;86103;Gençay;46.3748;0.406803;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;18326;18326;2021-03-24 12:00:02.169453;oui;13h - 17h;13h-17h;13h-17h;13h-17h;13h-17h;fermé;fermé;t;2021-04-30;2021-03-01;https://partners.doctolib.fr/centre-de-vaccinations-internationales/gencay/centre-de-vaccination-covid-19-experimental-departement-de-la-vienne?pid=practice-174360&enable_cookies_consent=1;;;;t;;;f
1596;Centre de vaccination de Sainte Foy-l'Argentière- salle du club;;0.99999993048514;69201_0128_00109;109;Impasse du Parc;69610;69201;Sainte-Foy-l'Argentière;45.7075;4.47314;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;11598;11598;2021-03-30 20:00:01.991931;;9:00  -  17:00;9:00  -  17:00;9:00  -  17:00;9:00  -  17:00;9:00  -  17:00;fermé;fermé;t;;2021-03-15;https://partners.doctolib.fr/centre-de-vaccinations-internationales/sainte-foy-l-argentiere/centre-de-vaccination-covid-19-sainte-foy-l-argentiere?pid=practice-167642&enable_cookies_consent=1;33423101010;;;;;f;f
1446;MSP VAL DE VIENNE;;1;87001_0800_00010;1;place Guillaume Lemaistre ;87700;87001;Aixe-sur-Vienne;45.7985;1.13786;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;BELLEVILLE RUE;33000;33063;BORDEAUX;18219;18219;2021-02-21 19:00:02.159532;;08:30-12:30;08:30-12:30;13:30-17:30;08:30-12:30;13:30-17:30;08:30-12:30;fermé;t;;2021-02-22;https://partners.doctolib.fr/centre-de-vaccinations-internationales/limousin/vaccination-covid-19-professionnels-de-sante?pid=practice-171199&enable_cookies_consent=1;+33555087520;;;t;;;f
1028;CHI ESPALION;12-2021-01-29-002;0.99999933962072;12096_0360_00033;33;Avenue d'Estaing;12500;12096;Espalion;44.5266;2.76079;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;18086;18086;2021-02-12 12:04:43.371003;;13:00-17:30;08:30-17:30;08:30-17:30;08:30-17:30;08:30-17:30;8:30-13:00;fermé;t;;2021-01-18;https://partners.doctolib.fr/hopital-public/espalion/centre-de-vaccination-covid-chi-espalion?pid=practice-165128?speciality_id=5494&enable_cookies_consent=1;+33800541919;;;t;;;
617;CDV31 Balma;;0.99999997408436;31044_0060_00056;17;Avenue des Arènes;31130;31044;Balma;43.6152;1.49273;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;18108;11;2021-02-16 09:09:57.790758;oui;09:00-13:00;09:00-13:00;09:00-13:00;09:00-13:00;09:00-13:00;fermé;fermé;t;;2021-01-18;https://vaccination-covid.keldoc.com/cabinet-medical/balma-31130/balma/centre-de-vaccination-de-balma;+33800541919;;;t;f;f;f
2194;Vaccinobus du Var;;0.99999994420497;83137_4375_00047;47;Maison de la région du Var  - Avenue Lazare Carnot;83000;83137;Toulon;43.127;5.92529;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;BD DE PARIS;13003;13203;MARSEILLE 3;10366;10366;2021-03-25 16:04:06.540517;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;2021-03-30;;;;Equipe mobile;;;t;
608;Salle des fêtes Marcel Pagnol;;0.999999953833;93050_0643_00003_bis;3 ;rue de Berry 93330 Neuilly-sur-Marne;93330;93050;Neuilly-sur-Marne;48.8674;2.53299;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18064;18279;2021-03-26 15:09:02.487678;;9h-17h;9h-17h;9h-17h;9h-17h;9h-17h;9h-17h;fermé;t;;2021-01-18;https://partners.doctolib.fr/centre-de-sante/neuilly-sur-marne/centre-de-vaccination-covid-marne-plaisance?speciality_id=5494&enable_cookies_consent=1;+33143087888;;;t;;f;
2198;Centre de Pussay - Gymnase Gaston Pommereau;;0.99999999828609;91511_0012_00022;24;Rue de la Brèche;91740;91511;Pussay;48.3495;1.99722;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18193;18193;2021-03-29 20:00:02.158019;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;t;2021-05-24;2021-04-01;https://partners.doctolib.fr/centre-de-sante/montgeron/centre-de-vaccination-covid-conseil-departemental-de-l-essonne-cd91?pid=practice-179102&enable_cookies_consent=1;;;;t;;f;f
1452;CH Ambroise PARE;;0.99999994500342;92012_1423_00009;9;Avenue Charles de Gaulle;92100;92012;Boulogne-Billancourt;48.849;2.23711;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;DU LANDY RUE;93200;93066;SAINT-DENIS;18247;18247;2021-02-17 15:16:40.517794;;12h à 15h et 19h30 à 21h30;12h à 15h et 19h30 à 21h30;12h à 15h et 19h30 à 21h30;12h à 15h et 19h30 à 21h30;12h à 15h et 19h30 à 21h30;fermé;fermé;;;2021-01-08;rdvvaccinationcovid.lmr@aphp.fr;0 800 08 33 46;;;;;t;t
712;Espace Jorge Semprun - Blois;;0.99999890584431;41018_2063_00025;25;Rue Jean-Baptiste Charcot;41000;41018;Blois;47.5935;1.30398;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;53;18350;2021-04-01 08:55:47.156212;;9h-13h/14h-18h ;9h-13h/14h-18h ;9h-13h/14h-18h ;9h-13h/14h-18h ;9h-13h/14h-18h ;9h-13h/14h-18h ;fermé;t;;2021-01-20;https://partners.doctolib.fr/centre-de-vaccinations-internationales/blois/centre-de-vaccination-espace-jorge-semprun?speciality_id=5494&enable_cookies_consent=1;08 05 02 14 00;;;f;;t;
1409;Centre de vaccination COVID - Service de Santé au Travail - CHMS - Chambéry  (Professionnels de santé uniquement);;0.99999928885211;73065_2420_00740;740;Faubourg Maché - Espace santé publique - bâtiment Saint Hélène - 2éme étage;73000;73065;Chambéry;45.5642;5.9077;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;GARIBALDI RUE;69003;69383;LYON 3EME;8130;18075;2021-02-16 19:00:02.149715;; 09:00-12:30/14:00-17:30; 09:00-12:30/14:00-17:30; 09:00-12:30/14:00-17:30; 09:00-12:30/14:00-17:30; 09:00-12:30/14:00-17:30; 09:00-12:30/14:00-17:30;fermé;;;2021-02-08;https://partners.doctolib.fr/hopital-public/chambery/hopital-de-chambery-centre-vaccination-covid-19?pid=practice-164392&enable_cookies_consent=1;;;;;;t;t
1627;Equipe mobile vaccination Croix-Rouge Française du Val-de-Marne;;1;94044_0100_00008;8;Rue du Coteau;94450;94044;Limeil-Brévannes;48.7447;2.49817;775672272;8899B;Association CROIX ROUGE FRANCAISE;;;;;;20473;20473;2021-03-02 00:15:46.370545;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;;;;;;;;;
1485;HU de Tenon (Centre Covisan 20);;0.99999999992134;75120_2010_00004;4;Rue de la Chine;75020;75120;Paris;48.8657;2.40076;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;DU LANDY RUE;93200;93066;SAINT-DENIS;18194;18194;2021-02-21 19:00:02.163356;oui;9h-18h;9h-18h;9h-18h;9h-18h;9h-18h;9h-18h;9h-18h;t;;2021-01-01;https://partners.doctolib.fr/hopital-public/paris/cvc-cpts-ump?pid=practice-163361&enable_cookies_consent=1;;;;t;f;t;
1607;Centre de vaccination Salle Jean Ferrat;;0.99999988477897;89257_0890_00001;;Place Eugene Laporte;89400;89257;Migennes;47.9625;3.51408;130007933;8412Z;AGENCE REGIONALE DE SANTE BOURGOGNE-FRANCHE-COMTE;2;PL DES SAVOIRS;21000;21231;DIJON;82;82;2021-03-03 19:00:01.993949;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;2021-03-02;https://partners.doctolib.fr/centre-de-vaccinations-internationales/montholon/centre-de-vaccination-covid-19-migennes?pid=practice-173125&enable_cookies_consent=1;;;;t;;t;t
2333;Centre de vaccination - MONTVAL SUR LOIR;;0.99999948833434;72071_0821;5;Allée Saint-Martin;72500;72071;Montval-sur-Loir;47.6909;0.420435;130008006;8412Z;AGENCE REGIONALE DE SANTE PAYS DE LOIRE;17;BD GASTON DOUMERGUE;44200;44109;NANTES;10695;10695;2021-04-05 13:00:01.645387;;8h30 - 12h30 / 13h-15H;8h30 - 12h30 / 13h-15H;8h30 - 12h30 / 13h-15H;8h30 - 12h30 / 13h-15H;8h30 - 12h30 / 13h-15H;8h30 - 12h30 / 13h-15H;fermé;t;;2021-04-07;https://partners.doctolib.fr/centre-de-sante/montval-sur-loir/centre-de-vaccination-covid-19-de-montval-sur-loir?pid=practice-165981&enable_cookies_consent=1;+33252500069;;;;;f;
429;Communauté d'agglomération Versailles Grand Parc;Arrêté SIDPC du 22/01/2021 (RAA 78-2021-01-22-024);0.99999998580278;78646_2320_00007_bis;7 bis;Rue Pierre Lescot;78000;78646;Versailles;48.8115;2.14325;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18150;18227;2021-03-28 20:00:01.874807;;14:00-17:00;14:00-17:00;14:00-17:00;14:00-17:00;14:00-17:00;fermé;fermé;t;;2021-01-18;https://partners.doctolib.fr/centre-de-sante/versailles/centre-de-vaccination-covid-de-versailles?speciality_id=5494&enable_cookies_consent=1;+33130972930;;Très grand centre;t;f;f;f
1628;Centre de vaccination de Valserhône - Centre Jean Marinet;;0.99999949190299;01033_0050;;Place Jeanne d'Arc;01200;01033;VALSERHONE;46.1084;5.828;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;18310;18310;2021-03-08 19:00:01.779628;;14:00-18:00;14:00-18:00;14:00-18:00;14:00-18:00;14:00-18:00;fermé;fermé;t;;2021-03-08;https://vaccination-covid.keldoc.com/cabinet-medical/valserhone-1200/jean-marinet/centre-de-vaccination-de-jean-marinet;;;;t;f;f;f
1629;Centre de Vaccination de Sigean;;0.9999986615761;11379_0080_00001;1;place de l'Octroi;11130;11379;Sigean;43.0272;2.98213;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;18091;18091;2021-03-03 19:00:01.995029;;fermé;fermé;9:00 -13:00;9:00 - 13:00;9:00-13:00;fermé;fermé;t;;2021-03-03;https://partners.doctolib.fr/centre-de-sante/sigean/centre-de-vaccination-covid-19-sigean?pid=practice-173770&enable_cookies_consent=1;+33800541919;;;t;;;
1112;Palais des Victoires;;0.99999968853572;06029_2420_00011;2;Avenue Maurice Chevalier;06150;06029;Cannes;43.5518;6.96093;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;BD DE PARIS;13003;13203;MARSEILLE 3;10366;10366;2021-03-26 17:41:50.326155;;8h-18h;8h-18h;8h-18h;8h-18h;8h-18h;fermé;fermé;t;;2021-01-18;https://partners.doctolib.fr/centre-de-sante/cannes/centre-de-vaccination-covid-19-mairie-de-cannes?pid=practice-170734&enable_cookies_consent=1;04 97 06 40 00;;Grand centre;;;;
589;Gisors : salle des fêtes;;0.99999994742033;27284_0410_00039;78;Rue du Faubourg de Neaufles;27140;27284;Gisors;49.278;1.7667;130007909;8412Z;AGENCE REGIONALE DE SANTE NORMANDIE;2;PL JEAN NOUZILLE;14000;14118;CAEN;11533;18092;2021-02-05 11:58:37.467907;;;;;;;;;t;;2021-01-18;https://partners.doctolib.fr/hopital-public/evreux/ch-eure-seine-centre-de-vaccination-covid-vacci-covid-27?pid=practice-162969&enable_cookies_consent=1;+33279461156;;;;;;
947;Salle Barbillat Touraine de Châteauroux Belle-Isle;;0.99999991146551;36044_0915_00003;;Avenue Daniel Bernardet;36000;36044;Châteauroux;46.8222;1.69475;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;18192;18350;2021-02-11 18:26:31.101153;;09h-12h30 /13h30-17h;09h-12h30 /13h30-17h;09h-12h30 /13h30-17h;09h-12h30 /13h30-17h;09h-12h30 /13h30-17h;09h-12h30 /13h30-17h;09h-12h30 /13h30-17h;t;;2021-01-18;https://partners.doctolib.fr/centre-depistage-covid/chateauroux/centres-vaccination-cpts-chateauroux-co?speciality_id=5494&enable_cookies_consent=1;+33805021400;;;;;;
1578;EMV Aubervilliers;;1;93001_3135_00005;5;Rue Edouard Poisson;93300;93001;Aubervilliers;48.9105;2.3847;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18279;18279;2021-02-25 15:43:25.451999;EMV;fermé;fermé;fermé;fermé;fermé;fermé;fermé;f;;;;;;EMV non ouvert à la réservation;;;t;
639;Le 104;;0.9999999605376;75119_2494_00006;104;rue d'Aubervilliers;75019;75119;Paris;48.8899;2.37162;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18064;18157;2021-03-18 12:00:01.843484;oui;9h-19h;9h-19h;9h-19h;9h-19h;9h-19h;fermé;fermé;t;;2021-01-18;https://partners.doctolib.fr/centre-de-sante/paris/centre-de-vaccination-covid-19-ville-de-paris?pid=practice-164926&enable_cookies_consent=1;3975;;;t;;;
2195;Equipe Mobile CD;;0.999998727961;92050_x007_00041;57;rue des longues raies;92000;92050;Nanterre;48.8946;2.22835;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18247;18247;2021-03-25 16:19:21.682462;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;2021-03-30;;;;;;;t;
1486;SAINT-LOUIS AP-HP;;0.99999992705378;75110_0952_00065;42;Rue Bichat;75010;75110;Paris;48.8736;2.3652;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;DU LANDY RUE;93200;93066;SAINT-DENIS;18194;18194;2021-02-17 15:48:50.844087;oui;9h-16h30;9h-16h30;9h-16h30;9h-16h30;9h-16h30;9h-12h30;fermé;t;;2021-01-01;;01 87 02 31 90;;RDV possible par par mail à covivac.sls@aphp.fr en indiquant : nom, prénom, date de naissance, adresse, n° téléphone, copie carte professionnelle ;t;f;t;
1453;MSP Saint Alvère;;0.99999991031637;24362_0100_00001;;Rue des Remparts;24510;24362;Val de Louyre et Caudeau;44.9462;0.808791;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;BELLEVILLE RUE;33000;33063;BORDEAUX;206;18146;2021-03-01 15:09:39.92158;;14h-18h;14h-18h;14h-18h;14h-18h;14h-18h;fermé;fermé;t;2021-12-31;2021-02-22;https://www.maiia.com/centre-de-vaccination/24510-val-de-louyre-et-caudeau/centre-de-vaccination-val-de-louyre-et-caudeau;33757080643;;;t;t;f;f
657;CDV31 Clinique Monié Villefranche de Lauragais;;0.99999969490173;31582_0176_01245;1245;Route de Revel;31290;31582;Villefranche-de-Lauragais;43.4104;1.73483;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;17220;10;2021-03-12 17:27:18.350862;OUI;8:00-12:00;8:00-12:00;8:00-12:00 à partir du 25/01;8:00-12:00;8:00-12:00 à partir du 25/01;Fermé;Fermé;t;;2021-01-18;https://vaccination-covid.keldoc.com/cabinet-medical/villefranche-de-lauragais-31290/clinique-monie-villefranche-de-lauragais/centre-de-vaccination-de-clinique-monie-villefranche-de-lauragais;+33800541919;;;t;f;f;f
78;Centre de vaccination de Bourg-en-Bresse - Gymnase St Roch;;1;01053_0788_00020;20;Rue Charles Demia;01000;01053;Bourg-en-Bresse;46.1944;5.22865;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;41;18310;2021-03-30 11:00:11.781436;;09:00-19:00;09:00-19:00;09:00-19:00;09:00-19:00;09:00-19:00;Fermé;Fermé;t;;2021-01-07;https://www.maiia.com/centre-de-vaccination/01000-bourg-en-bresse/centre-de-vaccination---gymnase-saint-roch--bourg-en-bresse;+33474454076;;;t;;f;
1075;Centre de vaccination de Baume les Dames;;0.99999998190088;25047_0040_00003;3;Place de l'Abbaye;25110;25047;Baume-les-Dames;47.3523;6.36225;130007933;8412Z;AGENCE REGIONALE DE SANTE BOURGOGNE-FRANCHE-COMTE;2;PL DES SAVOIRS;21000;21231;DIJON;18174;18174;2021-01-22 14:36:31.856717;;9H00-12H00 / 13H00-17H00;9H00-12H00 / 13H00-17H00;9H00-12H00 / 13H00-17H00;9H00-12H00 / 13H00-17H00;9H00-12H00 / 13H00-17H00;fermé;fermé;t;;2021-01-18;https://partners.doctolib.fr/maison-de-sante/baume-les-dames/centre-de-vaccination-petr-doubs-centrale?pid=practice-164984?speciality_id=5494&enable_cookies_consent=1;0363421013;;;t;;;
745;"Site de ""La Croix Louis"" ";;0.99999998353079;91103_1068_00021;6;Rue de la Croix Louis;91220;91103;Brétigny-sur-Orge;48.6036;2.31322;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18064;126;2021-02-10 14:32:46.918845;;9h00 à 17h00 ;9h00 à 17h00 ;9h00 à 17h00 ;9h00 à 17h00 ;9h00 à 17h00 ;9h00 à 13h00;fermé;t;;2021-01-18;https://vaccination-covid.keldoc.com/cabinet-medical/bretigny-sur-orge-91220/centre-de-vaccination-covid19-bretigny?agenda=48971&motive=81790&category=-1&cabinet=16650&specialty=496;01 69 88 40 64;;;t;;;
788;CHU - Hôpital Saint Julien ;;0.99999973404754;76498_0250_00002;;Rue guillaume lecointe;76140;76498;Le Petit-Quevilly;49.4243;1.05951;130007909;8412Z;AGENCE REGIONALE DE SANTE NORMANDIE;2;PL JEAN NOUZILLE;14000;14118;CAEN;18092;18092;2021-02-08 18:44:48.0971;;;;;;;;;;;2021-01-12;https://partners.doctolib.fr/hopital-public/rouen/chu-de-rouen-centre-de-vaccination?pid=practice-162660&enable_cookies_consent=1;+33279461156;;;;;;
1608;Centre de vaccination d'Ingwiller ;;0.99999998565678;67222_0320_00017;17;Rue de la Gare;67340;67222;Ingwiller;48.8732;7.4777;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;19794;11476;2021-03-19 00:48:28.917618;;9h-12h;9h-12h;9h-12h;9h-12h;9h-12h;fermé;fermé;t;;2021-03-02;https://partners.doctolib.fr/centre-de-sante/ingwiller/centre-de-vaccination-covid-hanau-la-petite-pierre?pid=practice-166348&enable_cookies_consent=1;09 70 81 81 61;;;;;f;f
685;"Centre de vaccination ""grand public"" CHARTREXPO – Chartres";;0.99999764385073;28085_3445_00023;;Avenue Jean Mermoz;28000;28085;Chartres;48.4516;1.51648;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;53;18350;2021-02-19 09:02:09.893548;;9h-17h30;9h-17h30;9h-17h30;9h-17h30;9h-17h30;9h-17h30;fermé;t;;2021-01-18;https://partners.doctolib.fr/centre-examens-de-sante/chartres/centre-de-vaccination-covid-19-de-chartres-metropole?speciality_id=5494&enable_cookies_consent=1;+33805021400;;;f;;;
1454;CH Antoine Béclère;;0.99999998370525;92023_7255_00157;157;Rue de la Porte de Trivaux;92140;92023;Clamart;48.7899;2.25372;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;DU LANDY RUE;93200;93066;SAINT-DENIS;18247;18247;2021-02-17 15:17:45.568811;;Ouvert;Ouvert;Ouvert;Ouvert;Ouvert;fermé;fermé;;;2021-02-08;;0 800 08 33 46;;;;;t;
849;Centre de vaccination - CPTS du Grand Douai - salle du Chaudron Férin;;0.99999999909799;59228_0080_00003;3;Rue de Bapaume;59169;59228;Férin;50.3275;3.07332;130007974;8412Z;AGENCE REGIONALE DE SANTE HAUTS-DE-FRANCE;556;AV WILLY BRANDT;59777;59350;LILLE;101;101;2021-02-18 10:05:35.0636;;07:30-12:30/13:30-18:30;07:30-12:30/13:30-18:30;07:30-12:30/13:30-18:30;07:30-12:30/13:30-18:30;07:30-12:30/13:30-18:30;07:30-12:30;fermé;t;;2021-01-13;https://partners.doctolib.fr/centre-de-vaccinations-internationales/ferrin/cpts-grand-douai-salle-du-chaudron-ferrin?speciality_id=5494&enable_cookies_consent=1;+33392043471 ;;;;;;
2197;Centre de Boutigny - Salle Saint-Roch;;0.99999997714131;91099_0010;;rue des cordeliers;91820;91099;Boutigny-sur-Essonne;48.4357;2.37585;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18193;18193;2021-03-29 20:00:02.160094;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;t;2021-05-12;2021-03-29;https://partners.doctolib.fr/centre-de-sante/montgeron/centre-de-vaccination-covid-conseil-departemental-de-l-essonne-cd91?pid=practice-179101&enable_cookies_consent=1;;;;t;;f;f
1488;Centre Hygée au CHU de Saint-Etienne;;0.99999990634436;42275_0020_00116;116;Avenue Albert Raimond;42270;42275;Saint-Priest-en-Jarez;45.4798;4.36101;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;GARIBALDI RUE;69003;69383;LYON 3EME;315;315;2021-03-20 17:33:57.119093;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;t;;;https://partners.doctolib.fr/hopital-public/saint-priest-en-jarez/chste?pid=practice-169578&enable_cookies_consent=1;;;;;;f;f
1487;ROBERT DEBRE Centre de vaccination;;0.99999995026186;75119_8939_00048;48;Boulevard Sérurier;75019;75119;Paris;48.8786;2.40271;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;DU LANDY RUE;93200;93066;SAINT-DENIS;18194;18157;2021-02-18 18:20:45.525418;oui;fermé;fermé;fermé;fermé;fermé;9h-20h;9h-20h;t;;2021-01-01;;0 800 08 33 46;;;t;;t;t
2167;Salle polyvalente du Mouzon;;0.99999994478686;32013_1996_00011;;Rue du Général de Gaulle;32000;32013;Auch;43.6367;0.587514;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;17568;17568;2021-03-29 20:00:02.161094;oui;fermé;09:00-12:00/14:00-17:00;fermé;09:00-12:00/14:00-17:00;fermé;fermé;fermé;t;;2021-03-30;https://partners.doctolib.fr/centre-de-sante/mirande/centre-de-vaccination-covid-19-cd-32-gers?pid=practice-165034&enable_cookies_consent=1;+33800723232;;Grand centre;t;;f;f
339;CDV31 Saint Jory;;0.99999981580353;31490_0015_00011_f;2;Chemin de Bougeng;31790;31490;Saint-Jory;43.7437;1.37877;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;11;18108;2021-02-11 11:03:34.115407;oui;09:00-13:00;09:00-13:00;09:00-13:00;09:00-13:00;09:00-13:00;09:00-13:00;Fermé;t;;2021-01-18;https://vaccination-covid.keldoc.com/cabinet-medical/st-jory-31790/saint-jory/centre-de-vaccination-de-saint-jory;+33800541919;;;t;f;f;f
1074;Centre Moriani (Plaine orientale Nord);;0.99999994126846;2b313_58uqe4_00170;;Le chalet moriani;20230;2B313;San-Nicolao;42.3749;9.52806;130007990;8412Z;AGENCE REGIONALE DE SANTE DE CORSE;;QUA SAINT JOSEPH;20090;2A004;AJACCIO;12661;12661;2021-02-08 09:59:36.826672;;fermé;09:00-12:00/15:00-18:00;09:00-12:00/15:00-18:00;09:00-12:00/15:00-18:00;09:00-12:00/15:00-18:00;fermé;fermé;t;;2021-01-18;https://www.maiia.com/centre-de-vaccination/20230-san-nicolao/centre-de-vaccination---centre-moriani--plaine-orientale-nord-;+33495604021;;;t;;;
1579;EMV Noisy-le-Grand (CD);;0.99999974841179;93051_0422_00009;9;Allee Charles de Foucauld;93160;93051;Noisy-le-Grand;48.8418;2.53958;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18279;20132;2021-03-05 17:07:09.439113;EMV;fermé;fermé;fermé;fermé;fermé;fermé;fermé;f;;2021-03-01;;;;EMV non ouvert à la réservation;;;t;
1609;MSP Neuville de Poitou;;1;86177_1350_00009;9;Rue de la Jeunesse;86170;86177;Neuville-de-Poitou;46.6805;0.23901;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;18326;51;2021-03-25 11:08:50.397361;;fermé;9h-12h et 14h-17h;fermé;9h-12h et 14h-17h;fermé;fermé;fermé;t;2021-04-30;2021-03-01;https://partners.doctolib.fr/centre-de-vaccinations-internationales/neuville-de-poitou/centre-de-vaccination-covid-19-centre-de-neuville-communautes-de-communes-du-haut-poitou?pid=practice-174327&enable_cookies_consent=1;;;;t;;;
1489;GH HAUT VAL DE SEVRE ET DU MELLOIS - SITE DE MELLE ;;0.99999998752617;79174_b581_00002;2;Route de la Roche (Melle);79500;79174;Melle;46.2244;-0.153356;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;BELLEVILLE RUE;33000;33063;BORDEAUX;18113;18113;2021-03-26 11:37:17.943053;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;t;2021-03-29;2021-02-18;https://partners.doctolib.fr/hopital-public/melle/centre-de-vaccination-ghvsm-site-de-melle-reserve-aux-professionnels-internes-de-l-etablissement?pid=practice-166863&enable_cookies_consent=1;+33670592682;;;t;;t;t
295;Centre de vaccination - CH de beauvais - locaux de l’IFSI ;;0.99999926077967;60057_1821_00040;40;Avenue Léon Blum;60000;60057;Beauvais;49.4507;2.07134;130007974;8412Z;AGENCE REGIONALE DE SANTE HAUTS-DE-FRANCE;556;AV WILLY BRANDT;59777;59350;LILLE;101;101;2021-02-12 11:18:30.701507;;08:00-18:00;08:00-18:00;08:00-18:00;08:00-18:00;08:00-18:00;14:30-18:00;09:30-12:00;t;;2021-01-13;https://partners.doctolib.fr/hopital-public/beauvais/vaccination-covid-beauvais-chaumont-en-vexin?speciality_id=5494&enable_cookies_consent=1;03 92 04 34 71 ;;;;;;
